,,,upshift,upshift,upshift,upshift,upshift,upshift,upshift,upshift
mltB,,C flat,0,0,0,0,0,0,0,0
mltF,,C flat,0,0,0.011899096,0,0,0,0,0
mmuM,amino acid synthesis,C flat,0,0,0,0,0.009859988,0,0,0
mngB,Catabolic,C flat,0,0,0,0,0,0,0.012242899,0
moaB,,C flat,0.02633483,0.026147914,0.035209755,0.023449984,0.035471315,0.022278206,0.016055882,0.02136692
moaD,,C flat,0,0,0,0,0,0,0,0
moaE,,C flat,0.01049419,0.009623713,0.011736585,0,0.009859988,0,0.016055882,0
mocA,,C flat,0,0.009623713,0,0,0,0.011904762,0,0
moeA,,C flat,0.04732321,0.015479885,0.041159302,0.023449984,0.041042214,0.028230587,0.038233214,0.027100865
mog,,C flat,0.02098838,0.015479885,0.011736585,0.017344232,0.01018044,0.016325825,0.016055882,0.015632975
mpaA,,C flat,0,0,0,0.012211503,0.010500893,0,0.009934433,0
mpl,,C flat,0.020590961,0.011712345,0.011736585,0.012211503,0.01018044,0.011904762,0.009934433,0.00989903
mppA,Catabolic,C flat,0,0.009623713,0.011574074,0,0.009859988,0,0,0
mqsA,,C flat,0,0,0,0,0,0,0,0
mrr,,C flat,0,0,0.011899096,0,0,0,0,0
msbA,,C flat,0.0106929,0.009623713,0.011899096,0,0.01018044,0.011904762,0.011088666,0.01068346
msbB,,C flat,0,0,0,0,0.010500893,0,0,0
mscK,,C flat,0,0,0,0.011238481,0,0,0,0
mscL,,C flat,0.01029548,0.011712345,0.011574074,0.011724992,0,0.010373444,0,0.01146789
mscS,,C flat,0,0,0,0,0,0,0,0
msrA,,C flat,0,0,0,0,0,0,0,0
mtnN,,C flat,0.062965141,0.053340144,0.046946339,0.053005719,0.061723547,0.03265165,0.048167647,0.068265844
mukE,,C flat,0.0106929,0.010668029,0.011899096,0.017830744,0.010500893,0.017091484,0.017210115,0.016417405
murA,,C flat,0.057419981,0.053340144,0.052895887,0.058138448,0.066333089,0.066068959,0.073807678,0.069834704
murC,,C flat,0.0106929,0,0.011736585,0.012211503,0.010500893,0.017091484,0.022177332,0.00989903
murE,,C flat,0.02613612,0.032004086,0.029260207,0.023449984,0.030541321,0.041493776,0.032111765,0.03048152
murF,,C flat,0.01049419,0.010668029,0,0.012211503,0.010500893,0.011139103,0.011088666,0.01068346
mutL,,C flat,0,0.009623713,0,0,0,0,0,0
nac,,C flat,0,0,0,0,0,0,0,0
nadC,,C flat,0.01029548,0.019247426,0.011574074,0.017344232,0.015110434,0.010373444,0.012242899,0
nagB,Catabolic,C flat,0,0,0,0,0,0,0,0
nagZ,Catabolic,C flat,0.030886441,0.019247426,0.023148148,0.022476961,0.009859988,0.020746888,0.009934433,0.00989903
nanE,,C flat,0.01029548,0,0,0.011238481,0,0,0,0
nanR,,C flat,0,0,0,0.011238481,0,0,0,0
narY,,C flat,0,0,0,0,0,0,0,0
nemA,,C flat,0.01029548,0.009623713,0,0.012211503,0,0,0.011088666,0.00989903
nfsA,,C flat,0.0106929,0.010668029,0,0,0.01018044,0.011139103,0.011088666,0.02293578
nfuA,,C flat,0.078607071,0.091200403,0.093892679,0.088180695,0.081443523,0.083926102,0.087555094,0.063316329
cvrA,,C flat,0,0,0,0,0,0,0.012242899,0.01146789
ydbK,,C flat,0.03148257,0.02719223,0.029260207,0.041280727,0.055511744,0.056461174,0.038233214,0.04273384
nifU,,C flat,0.078805781,0.068820029,0.076369057,0.075969192,0.076193077,0.055695515,0.081433645,0.084683249
nikR,,C flat,0.01029548,0.009623713,0.011574074,0,0,0,0.009934433,0
nirB,,C flat,0,0,0,0,0,0,0,0
nlpE,,C flat,0,0,0,0.011238481,0.009859988,0,0,0
cobB,,C flat,0.020590961,0.022380374,0.023798191,0.023449984,0.01018044,0,0.009934433,0.015632975
nrdH,,C flat,0,0,0,0,0.010500893,0,0,0
nrdR,,C flat,0,0,0,0,0,0,0.012242899,0
nuoB,,C flat,0.020590961,0.009623713,0.011736585,0,0.015110434,0.010373444,0.011088666,0.00989903
nuoC,,C flat,0.136424471,0.182400806,0.158037619,0.157557624,0.163207498,0.13655898,0.140689958,0.132366604
nuoG,,C flat,0.162759301,0.190980203,0.170586758,0.170255638,0.15334751,0.132903576,0.140339674,0.133935464
nuoH,,C flat,0.0106929,0,0,0,0,0,0,0
nuoL,,C flat,0,0,0,0,0,0,0,0
nusG,,C flat,0.078805781,0.090156087,0.088430664,0.099905687,0.092264868,0.107735625,0.115853876,0.106834599
aceE,Glycolysis,C flat,0.656781075,0.66182751,0.646649744,0.711064799,0.695474467,0.755507805,0.951316804,0.938575611
ompF,,C flat,0.6361714,0.508112988,0.602727758,0.58992279,0.655640032,0.622678324,0.690402939,0.761850683
ompX,,C flat,0.03682902,0.05438446,0.053058398,0.07548268,0.113266653,0.14421557,0.216806102,0.225921518
mdoB,,C flat,0,0,0,0.011238481,0.009859988,0.010373444,0,0.00989903
mdoG,,C flat,0.041778051,0.041627799,0.029260207,0.041280727,0.025290875,0.016325825,0.034420231,0.02058249
oppB,Catabolic,C flat,0,0,0,0,0.009859988,0,0,0
osmF,,C flat,0,0,0,0,0,0,0,0
argF,amino acid synthesis,C flat,0,0,0,0,0,0,0,0
otsA,,C flat,0,0,0,0,0,0,0,0
oxyR,,C flat,0.01564193,0.015479885,0.017523622,0.017344232,0.015110434,0.016325825,0.009934433,0.00989903
pldA,,C flat,0,0,0,0,0,0.010373444,0,0
paaH,,C flat,0,0.009623713,0,0,0,0,0,0
pabB,,C flat,0,0.009623713,0,0,0,0,0,0
mrcB,,C flat,0.0106929,0.021336058,0.011899096,0,0,0.010373444,0,0.01146789
pbpC,,C flat,0,0,0,0,0,0,0,0
pckA,,C flat,0.476988875,0.473160808,0.451939773,0.381792004,0.361886312,0.266572812,0.24395065,0.238416773
pdhR,,C flat,0,0,0,0,0,0,0.009934433,0.015632975
pdxY,,C flat,0.01029548,0,0.011574074,0,0.009859988,0,0,0
pepB,,C flat,0.110487061,0.091200403,0.111578812,0.106011438,0.096233505,0.118874728,0.110886659,0.111784114
pepE,,C flat,0,0.011712345,0.011574074,0,0,0,0,0
pepT,,C flat,0,0,0,0,0,0,0,0
perM,,C flat,0,0,0,0,0,0,0.009934433,0
phnA,,C flat,0,0,0,0,0.009859988,0.011139103,0.012242899,0.00989903
phnB,,C flat,0,0,0,0,0,0,0,0
phnI,,C flat,0,0,0,0,0.009859988,0,0,0
phnK,,C flat,0.01029548,0,0,0,0,0,0,0
phoE,,C flat,0,0,0,0,0,0,0,0
phoH,,C flat,0,0,0,0,0,0,0,0
phoP,,C flat,0.089299971,0.094967943,0.07058202,0.075969192,0.096553957,0.083926102,0.069190746,0.058366814
phoR,,C flat,0,0,0,0.012211503,0,0,0,0
phoU,,C flat,0.01049419,0.011712345,0.011899096,0.011238481,0.010500893,0.010373444,0.011088666,0
pifC,,C flat,0.068112881,0.057107685,0.064469961,0.064730711,0.03611222,0.043790753,0.04932188,0.048467785
pcm,,C flat,0,0,0,0,0,0,0,0
pitA,,C flat,0,0,0,0,0,0.011904762,0,0.01146789
pmrD,,C flat,0.0213858,0.011712345,0.011736585,0.011724992,0.015430887,0.010373444,0.009934433,0.00989903
pncA,,C flat,0,0.009623713,0,0,0,0,0,0
pncB,,C flat,0.02078967,0.010668029,0.02347317,0.017830744,0.030861773,0.011139103,0.033265998,0.036999895
pncC,,C flat,0.01049419,0.011712345,0.011574074,0.017344232,0.01018044,0.011904762,0.009934433,0.016417405
pnp,,C flat,0.224730893,0.205415772,0.234081654,0.20397108,0.223008332,0.243528947,0.170142972,0.197251793
potA,Catabolic,C flat,0.0106929,0,0,0,0,0.011904762,0,0
potF,Catabolic,C flat,0.04732321,0.059196317,0.04710885,0.041767239,0.051543106,0.045322071,0.054289096,0.069050274
poxB,,C flat,0,0,0,0,0,0,0,0
appA,,C flat,0,0.009623713,0,0,0,0,0,0
ppiD,,C flat,0.08435094,0.075720518,0.088105642,0.106011438,0.086373517,0.105438648,0.139185441,0.127417089
pptA,,C flat,0.0106929,0.009623713,0,0,0,0,0,0
preT,,C flat,0,0,0,0,0,0,0,0
prmA,,C flat,0,0,0,0,0,0,0.012242899,0
prmB,,C flat,0.03168128,0.010668029,0.017686133,0.017344232,0.015430887,0.017091484,0.033265998,0.02136692
proB,amino acid synthesis,C flat,0.01584064,0.02719223,0.035209755,0.017830744,0.020360881,0.017091484,0.032111765,0.03205038
proP,,C flat,0,0,0,0,0,0,0,0.00989903
proV,Catabolic,C flat,0,0.009623713,0,0,0,0.020746888,0.009934433,0.01068346
proW,Catabolic,C flat,0,0,0,0,0,0,0,0
pspA,,C flat,0.01564193,0.026147914,0.017523622,0.017344232,0.009859988,0.016325825,0.017210115,0.01979806
pspE,,C flat,0.03148257,0,0.011736585,0.012211503,0,0,0,0
ppsR,,C flat,0,0.009623713,0,0,0,0,0,0
ptsP,,C flat,0,0,0.011899096,0,0,0,0,0
fruB,Catabolic,C flat,0,0,0,0,0,0,0,0
srlA,Catabolic,C flat,0,0.009623713,0,0,0,0,0,0
manY,Catabolic,C flat,0,0,0,0,0,0,0,0
chbB,Catabolic,C flat,0,0,0,0,0,0,0,0
ptsN,,C flat,0.02098838,0.020291742,0.023310659,0.022963472,0.020360881,0.033417309,0.028298781,0.027100865
putA,,C flat,0,0,0,0,0,0,0.012242899,0.00989903
pyrF,nucleotide synthesis,C flat,0.01049419,0.010668029,0.011574074,0.011724992,0.01018044,0.017091484,0.022177332,0.01068346
pyrI,nucleotide synthesis,C flat,0.01049419,0.015479885,0.011736585,0.012211503,0.015110434,0.017091484,0,0.01068346
NA,,C flat,0.0106929,0.011712345,0,0.012211503,0,0,0,0.00989903
NA,,C flat,0,0,0,0,0.009859988,0,0,0
queA,,C flat,0.0106929,0.011712345,0,0.012211503,0.010500893,0.011904762,0.012242899,0.01068346
queE,,C flat,0.0106929,0.009623713,0,0.024423006,0,0,0,0.01146789
radA,,C flat,0,0.009623713,0.011574074,0.011238481,0,0,0,0
rapA,,C flat,0,0,0,0,0,0,0.012242899,0
rarA,,C flat,0,0,0,0,0,0,0,0
ravA,,C flat,0,0,0,0,0,0,0,0
rcnB,,C flat,0.02098838,0.015479885,0.02347317,0.011724992,0.015110434,0.022278206,0.017210115,0.016417405
rcsB,,C flat,0.01584064,0.02719223,0.035209755,0.011724992,0.015110434,0.027464928,0.027144548,0.02136692
rcsC,,C flat,0,0,0,0,0,0,0,0
rcsD,,C flat,0,0,0,0,0,0,0.012242899,0
rdgB,,C flat,0,0.010668029,0,0.012211503,0.010500893,0.023809524,0.017210115,0.02293578
repA1,,C flat,0,0,0,0,0,0.011904762,0,0
recR,,C flat,0,0,0.011899096,0,0,0,0,0.01146789
prfA,affiliated translational apparatus,C flat,0.0106929,0.011712345,0.011899096,0.012211503,0.010500893,0,0.017210115,0.01068346
rfaQ,,C flat,0,0,0,0,0.009859988,0,0,0
rhsE,,C flat,0,0,0,0,0,0,0,0
ribA,,C flat,0,0,0.011574074,0.011238481,0,0,0,0
ribB,,C flat,0.0106929,0.011712345,0.011736585,0.011238481,0.010500893,0,0.011088666,0.01068346
ribF,,C flat,0.0213858,0,0.011899096,0,0.010500893,0,0.012242899,0
rihA,,C flat,0.01049419,0.010668029,0.011574074,0.011724992,0.009859988,0.010373444,0.009934433,0
rimJ,,C flat,0,0,0,0,0,0.010373444,0,0
rimP,,C flat,0,0.019247426,0.011574074,0,0.009859988,0.016325825,0.011088666,0.01068346
nrdE,nucleotide synthesis,C flat,0,0,0,0,0.010500893,0,0.009934433,0
ribC,,C flat,0.02098838,0.020291742,0.017523622,0.023449984,0.020040429,0.028230587,0.022177332,0.02136692
ribE,,C flat,0.146918661,0.164832289,0.135377003,0.158530646,0.127415731,0.14999506,0.152932857,0.121683144
rlmB,,C flat,0,0.009623713,0,0.011238481,0,0,0,0
rlmM,,C flat,0,0,0,0,0,0,0.009934433,0
rlpA,,C flat,0,0,0,0,0,0,0,0
rluD,,C flat,0,0,0,0,0.009859988,0.010373444,0,0
rluF,,C flat,0,0.016524201,0,0,0,0.011904762,0.011088666,0.01068346
rmlA2,,C flat,0,0.010668029,0,0,0.010500893,0.010373444,0.011088666,0
rffG,,C flat,0,0,0,0,0,0,0,0
rnfC,,C flat,0,0,0,0,0,0.010373444,0,0
rnfG,,C flat,0,0.009623713,0,0,0,0,0,0
rna,,C flat,0,0,0,0,0,0,0,0
rnk,,C flat,0.02613612,0.021336058,0.011574074,0,0.01018044,0,0,0
rnpA,,C flat,0.01029548,0,0,0.011238481,0,0.010373444,0,0
rnt,,C flat,0.0106929,0,0,0,0,0,0,0.00989903
rob,,C flat,0.01029548,0.009623713,0,0,0,0.010373444,0,0
rpoA,,C flat,0.482335325,0.5154232,0.533283313,0.539617243,0.535717913,0.5410492,0.540582498,0.53206264
rpoB,,C flat,0.692417837,0.662462103,0.751628964,0.781414751,0.763533028,0.768598103,0.892410774,0.865603187
rpoS,,C flat,0,0,0,0,0,0,0,0
rraA,,C flat,0.062766431,0.05438446,0.04710885,0.029069224,0.045651756,0.044556412,0.048167647,0.046114495
rseA,,C flat,0,0,0,0,0,0,0,0
rseP,,C flat,0.0106929,0,0,0,0,0,0,0
rsmB,,C flat,0,0,0,0,0.009859988,0,0,0
rsmF,,C flat,0,0,0,0,0,0,0,0.01146789
rsmH,,C flat,0,0,0,0,0,0,0.009934433,0
rspA,,C flat,0,0,0,0,0,0,0,0
rstA,,C flat,0.01029548,0.009623713,0.011574074,0.011238481,0.009859988,0,0.009934433,0
rsuA,,C flat,0,0,0,0,0,0.010373444,0,0
ruvB,,C flat,0.0106929,0.010668029,0.011899096,0.012211503,0.010500893,0,0.012242899,0.01146789
rzpQ,,C flat,0,0,0,0.012211503,0,0,0,0
sad,,C flat,0,0,0,0,0.009859988,0,0,0.01146789
sapA,Catabolic,C flat,0,0,0,0.012211503,0,0,0,0
sbcD,,C flat,0,0,0,0,0,0,0,0.01146789
scpA,,C flat,0,0,0,0,0,0,0,0.00989903
dsdA,Catabolic,C flat,0,0,0,0,0,0,0,0
sdaB,,C flat,0,0,0,0,0,0,0.009934433,0
secA,,C flat,0.147316081,0.141407599,0.145976012,0.129461422,0.1576366,0.086815847,0.123479842,0.146430719
secB,,C flat,0.104743191,0.105635972,0.134564449,0.081588432,0.086693969,0.088347165,0.080279412,0.101100654
secD,,C flat,0.03663031,0.061919541,0.046783829,0.046413456,0.045972208,0.060882237,0.032111765,0.037784325
selD,,C flat,0.01564193,0.010668029,0.017686133,0.011724992,0.010500893,0.010373444,0,0.027100865
yeiG,,C flat,0,0,0,0,0,0.011904762,0,0
slt,,C flat,0.0106929,0,0,0.011238481,0,0.011904762,0,0.01979806
slyB,,C flat,0.125731571,0.140363283,0.123152886,0.13410764,0.147456159,0.132903576,0.141844191,0.095366709
slyD,,C flat,0.0578174,0.060875225,0.064469961,0.052519208,0.090983059,0.093533887,0.053134863,0.051848439
smrA,,C flat,0,0.011712345,0,0,0.010500893,0,0.012242899,0
sodC,,C flat,0,0,0,0,0,0,0,0
sodB,,C flat,0.125731571,0.148308087,0.170099225,0.140213391,0.147456159,0.137324639,0.136876974,0.110999684
spoT,,C flat,0,0,0,0,0,0,0,0
sra,ribosome,C flat,0,0,0,0,0,0,0,0
srlR,,C flat,0,0.011712345,0,0,0,0,0,0
srmB,,C flat,0.020590961,0.015479885,0.011899096,0.017344232,0.020040429,0.020746888,0.012242899,0.01068346
sspA,,C flat,0.08969739,0.106680288,0.105466753,0.099905687,0.091944416,0.106969966,0.083742111,0.110999684
sufA,,C flat,0.01029548,0.009623713,0.011736585,0.011724992,0.01018044,0.010373444,0.009934433,0.015632975
sufB,,C flat,0.0106929,0,0,0,0,0,0,0
sufC,,C flat,0,0.011712345,0.011899096,0.011238481,0.015430887,0.020746888,0,0.00989903
sufD,,C flat,0,0,0,0,0,0,0,0
surA,,C flat,0.03682902,0.037860259,0.052895887,0.040794216,0.0564731,0.066834618,0.075312195,0.086252109
surE,,C flat,0,0,0,0,0,0,0,0.01146789
aspS,tRNA synthase,C flat,0.204934772,0.213360576,0.217370586,0.227907575,0.223969688,0.240639202,0.251226333,0.254834178
gltX,tRNA synthase,C flat,0.089101261,0.07258757,0.093892679,0.111144167,0.100843047,0.077973721,0.092522311,0.084683249
ileS,tRNA synthase,C flat,0.210082512,0.174456002,0.229107171,0.216182583,0.22429014,0.239873543,0.215651869,0.235820548
argS,tRNA synthase,C flat,0.05266966,0.047483972,0.04710885,0.047386479,0.061403094,0.055695515,0.062719012,0.064885189
hsdS,,C flat,0.01029548,0.009623713,0.011899096,0.012211503,0.021001785,0,0.009934433,0
tabA,,C flat,0,0,0,0,0,0,0,0
tam,,C flat,0,0.011712345,0,0,0,0,0,0
tamB,,C flat,0.01029548,0.009623713,0,0,0,0,0,0.00989903
tesA,,C flat,0,0,0,0,0,0,0,0
tesB,,C flat,0,0,0,0,0,0.010373444,0,0
thiL,,C flat,0.01029548,0.010668029,0,0.011724992,0.015110434,0.011139103,0.011088666,0.01068346
trxC,,C flat,0.02098838,0.016524201,0.017686133,0.011724992,0.025611327,0.022278206,0.027144548,0.01068346
thiQ,,C flat,0,0,0,0.011238481,0,0,0,0
thiS,,C flat,0,0,0,0,0.010500893,0,0.012242899,0.01068346
thrC,amino acid synthesis,C flat,0.173452201,0.150396719,0.129752477,0.17074215,0.193748819,0.212408615,0.20340897,0.223568228
sseA,,C flat,0,0.009623713,0,0.011238481,0,0,0,0
tldD,,C flat,0.0106929,0.009623713,0,0.012211503,0.010500893,0,0,0.01068346
tolC,,C flat,0.116032221,0.111492145,0.11752836,0.130920956,0.128056635,0.106969966,0.139185441,0.145403354
tolQ,,C flat,0,0,0.011899096,0.011238481,0.019719976,0.020746888,0.009934433,0.01068346
topA,,C flat,0,0.009623713,0,0.011724992,0.009859988,0.010373444,0.027144548,0.02058249
tqsA,,C flat,0,0,0,0,0,0,0,0
traB,,C flat,0,0,0,0,0,0,0.009934433,0
traC,,C flat,0,0,0,0,0.010500893,0,0,0
traI,,C flat,0,0,0,0,0,0,0,0
traN,,C flat,0,0,0,0.012211503,0,0,0,0
traT,,C flat,0.188696712,0.216083801,0.217208076,0.204457591,0.203288355,0.205690575,0.168988739,0.180834388
traW,,C flat,0,0,0,0.011238481,0,0,0,0
trbC,,C flat,0,0,0,0,0,0,0,0
treA,Catabolic,C flat,0,0,0,0,0,0,0,0
trkA,,C flat,0.01029548,0.009623713,0,0,0,0,0,0
trmJ,,C flat,0,0.010668029,0,0.011238481,0.010500893,0.010373444,0.019868865,0.00989903
trpR,,C flat,0.01029548,0.011712345,0.011899096,0.011238481,0,0.011139103,0,0
tsaB,,C flat,0,0,0,0,0,0.010373444,0.012242899,0
tsaD,,C flat,0.01049419,0.009623713,0.011574074,0.011238481,0.01018044,0.011139103,0,0.02058249
tsaE,,C flat,0,0,0,0,0,0,0,0.00989903
tsx,,C flat,0.02098838,0.032004086,0.023635681,0.023449984,0.035791767,0.055695515,0.067686229,0.075568649
tusE,,C flat,0,0,0,0,0,0,0,0
typA,,C flat,0.110089641,0.112536461,0.116878316,0.111144167,0.151745249,0.170741948,0.136876974,0.154517954
ubiB,,C flat,0,0,0,0,0.010500893,0,0,0
ubiC,,C flat,0,0,0,0,0,0,0,0
ubiH,,C flat,0,0,0,0,0,0,0,0
ubiX,,C flat,0,0,0,0,0,0,0,0
ugd,,C flat,0,0,0,0,0,0,0,0
ugpB,Catabolic,C flat,0,0,0,0,0,0,0,0
ugpC,Catabolic,C flat,0,0,0,0,0,0,0,0
uhpA,,C flat,0,0,0,0,0.01018044,0.010373444,0,0
ung,,C flat,0,0,0,0,0.01018044,0,0,0.015632975
usg,,C flat,0.03148257,0.022380374,0.017523622,0.017830744,0.025611327,0.028230587,0.045508897,0.03205038
uspD,,C flat,0,0,0,0.011238481,0,0,0,0
uvrA,,C flat,0,0,0,0,0.009859988,0.010373444,0,0
uvrB,,C flat,0,0,0,0.012211503,0,0,0,0
uvrY,,C flat,0,0,0,0,0.009859988,0.010373444,0,0.00989903
uxaB,Catabolic,C flat,0,0,0,0,0.010500893,0,0,0
uxaC,Catabolic,C flat,0.01049419,0.011712345,0.023798191,0.012211503,0.010500893,0,0.011088666,0.01068346
uxuA,Catabolic,C flat,0.020590961,0.016524201,0.017686133,0.011238481,0.009859988,0,0,0
uxuB,Catabolic,C flat,0.02098838,0.020291742,0.011736585,0.012211503,0.01018044,0.011139103,0.012242899,0.01146789
wcaK,,C flat,0,0,0,0,0,0,0,0
wecG,,C flat,0,0,0,0,0.010500893,0,0,0
wzc,,C flat,0,0,0,0,0,0,0,0
wzzB,,C flat,0.0320787,0.010668029,0.017686133,0.012211503,0.015430887,0.023809524,0.022177332,0.02058249
wzzE,,C flat,0.01029548,0,0.011899096,0.011238481,0.010500893,0.010373444,0.011088666,0.01068346
xylA,Catabolic,C flat,0,0,0,0,0,0,0,0
xylF,Catabolic,C flat,0,0,0,0,0.010500893,0,0,0
yaaA,,C flat,0.0106929,0.009623713,0,0,0,0.011904762,0.012242899,0.01146789
yaaI,,C flat,0,0,0,0,0,0,0,0
yabP,,C flat,0,0,0.011574074,0,0,0,0,0
yacG,,C flat,0,0,0.011574074,0,0,0.010373444,0.012242899,0.01146789
yadG,,C flat,0,0,0,0.012211503,0,0,0,0
yaeP,,C flat,0.0106929,0,0,0,0,0,0,0
yahF,,C flat,0,0,0,0,0,0,0,0
yahN,,C flat,0,0,0,0,0.010500893,0,0,0
yaiI,,C flat,0,0,0,0.012211503,0,0,0,0
yajG,,C flat,0.03682902,0.032004086,0.029260207,0.023936495,0.030541321,0.027464928,0.017210115,0.03205038
yajO,,C flat,0.01029548,0.009623713,0.011574074,0.022476961,0,0,0,0.00989903
ybaK,,C flat,0,0.009623713,0,0,0,0,0,0
ybaY,,C flat,0.01029548,0.010668029,0,0.011724992,0.009859988,0,0,0
ybcL,,C flat,0.0106929,0,0,0,0,0,0,0
ybcW,,C flat,0,0,0,0,0,0,0,0.00989903
ybdF,,C flat,0.01029548,0,0,0,0,0,0,0
ybdH,,C flat,0.01049419,0.009623713,0.034722222,0.022476961,0.01018044,0.010373444,0.019868865,0.01979806
ybdL,,C flat,0.0106929,0.019247426,0.011736585,0.017344232,0.021001785,0.011139103,0.012242899,0.00989903
ybdN,,C flat,0,0,0,0,0,0,0,0
ybdZ,,C flat,0,0,0,0,0,0,0,0
ybeL,,C flat,0.01049419,0.010668029,0.011736585,0.011724992,0.009859988,0.011139103,0.012242899,0.01068346
ybeU,,C flat,0,0,0.011899096,0,0,0,0,0
ybeY,,C flat,0,0,0,0,0,0,0,0
ybfE,,C flat,0,0,0,0,0,0,0,0.01146789
ybfF,,C flat,0,0,0,0,0.009859988,0.010373444,0,0
ybgF,,C flat,0.01584064,0.032004086,0.023635681,0.03663451,0.01018044,0.017091484,0.028298781,0.03126595
ybgL,,C flat,0,0,0,0,0,0.010373444,0,0
ybhB,,C flat,0,0,0,0,0,0,0,0
ybhG,,C flat,0,0.009623713,0,0,0,0,0,0
ybhJ,,C flat,0,0,0,0,0,0,0,0
ybiA,,C flat,0,0,0,0,0.009859988,0,0,0
ybiH,,C flat,0.01029548,0,0,0,0,0,0,0
ybiJ,,C flat,0,0,0,0,0,0,0,0.00989903
NA,,C flat,0,0,0,0.012211503,0,0,0,0
ybiT,,C flat,0.01049419,0.02342469,0.023798191,0.024423006,0.031502678,0.023809524,0.028298781,0.02136692
ybjX,,C flat,0.01029548,0.009623713,0.011736585,0.012211503,0.025290875,0.021512547,0.016055882,0.015632975
ycaR,,C flat,0.01584064,0.021336058,0.017686133,0.017344232,0.009859988,0.022278206,0.022177332,0.01979806
ycbX,,C flat,0,0,0,0,0,0,0,0
yccE,,C flat,0,0,0,0,0,0,0,0
yccJ,,C flat,0,0,0,0,0,0,0,0
yccU,,C flat,0.01564193,0.010668029,0.011736585,0.012211503,0.01018044,0.017091484,0.019868865,0
ycdX,,C flat,0.01049419,0.010668029,0.011736585,0.011724992,0.015110434,0.016325825,0.016055882,0.015632975
ycdY,,C flat,0.02098838,0.021336058,0.029422718,0.023449984,0.020360881,0.022278206,0.027144548,0.026316435
yceA,,C flat,0,0,0,0,0,0,0,0.00989903
yceB,,C flat,0,0,0.011899096,0.012211503,0,0,0.011088666,0.01146789
yceF,,C flat,0.020590961,0.021336058,0.017523622,0.017830744,0.030220869,0.027464928,0.022177332,0
yceH,,C flat,0.01049419,0.015479885,0.017686133,0.017830744,0.015110434,0.016325825,0.022177332,0.015632975
ycfP,,C flat,0.01049419,0.010668029,0.011574074,0.011724992,0.009859988,0.011139103,0.012242899,0.01068346
ycgB,,C flat,0,0,0,0,0,0,0,0
ycgF,,C flat,0,0,0,0.012211503,0,0,0.009934433,0
ycgM,,C flat,0,0,0,0,0,0,0,0
yciI,,C flat,0.01049419,0.021336058,0.035697287,0,0.010500893,0.017091484,0,0.01146789
yciM,,C flat,0,0,0,0,0,0,0,0.00989903
yciO,,C flat,0,0,0,0,0,0,0,0
yciS,,C flat,0.0106929,0,0.011574074,0,0,0,0,0
yciW,,C flat,0.01029548,0.009623713,0.011899096,0.022476961,0.020040429,0.016325825,0.016055882,0.01979806
ycjF,,C flat,0,0,0,0,0,0.010373444,0,0
ycjN,,C flat,0.01029548,0,0,0.011238481,0,0,0,0.01146789
ycjW,,C flat,0.0106929,0,0.011574074,0,0,0,0.009934433,0
ydbA,,C flat,0,0.011712345,0,0,0,0,0,0
ydbC,,C flat,0.01049419,0.009623713,0,0.011238481,0,0,0,0
ydbH,,C flat,0,0,0,0,0,0,0,0
ydcI,,C flat,0.01584064,0.011712345,0.011736585,0.011724992,0.009859988,0,0.019868865,0.01979806
ydcJ,,C flat,0,0,0,0,0,0,0,0
ydcS,Catabolic,C flat,0,0,0,0,0,0,0,0
ydcT,Catabolic,C flat,0,0,0,0,0,0,0,0
yddH,,C flat,0,0,0,0,0,0,0,0
ydeK,,C flat,0,0.009623713,0,0,0,0,0,0
ydfE,,C flat,0,0,0.011899096,0,0,0,0,0
ydgA,,C flat,0.04732321,0.058152001,0.064632472,0.059111471,0.05058175,0.03936969,0.066531996,0.047683355
ydhF,,C flat,0,0.011712345,0,0,0,0,0,0
ydhR,,C flat,0.02118709,0.021336058,0.029422718,0.023449984,0.020360881,0.022278206,0.017210115,0.01068346
ydiH,,C flat,0.0106929,0,0.011899096,0.012211503,0,0,0,0.01146789
ydjM,,C flat,0,0,0,0,0,0,0,0
ydjN,Catabolic,C flat,0.01029548,0.011712345,0.011736585,0.033715442,0.040080857,0.026699269,0.029803298,0.03126595
yeaH,,C flat,0,0.009623713,0,0,0,0,0,0
yeaK,,C flat,0,0,0.011574074,0,0,0,0,0
yebE,,C flat,0,0,0.011899096,0,0,0,0,0
yebT,,C flat,0,0,0,0,0,0,0,0
yebV,,C flat,0,0,0,0,0,0,0,0
yebY,,C flat,0,0,0,0,0,0,0,0
yecA,,C flat,0,0.011712345,0,0,0,0,0.012242899,0
yecD,,C flat,0.01564193,0.010668029,0.011574074,0.023449984,0.010500893,0.016325825,0.019868865,0.01068346
yecR,,C flat,0,0,0,0.011238481,0,0,0,0.00989903
yecS,Catabolic,C flat,0,0,0.011736585,0.011724992,0.010500893,0.011904762,0.012242899,0
yecT,,C flat,0,0,0,0,0,0,0,0
yeeD,,C flat,0.01049419,0.009623713,0.011574074,0,0.01018044,0.011139103,0.011088666,0.01068346
yeeJ,,C flat,0,0,0,0,0,0,0,0
yeeN,,C flat,0,0,0,0,0,0.011904762,0,0.00989903
yeeX,,C flat,0.05821482,0.080532374,0.070419509,0.059111471,0.030861773,0.083926102,0.066531996,0.096151139
yeeZ,,C flat,0.01029548,0.009623713,0.011574074,0,0,0,0,0
yegD,,C flat,0,0.011712345,0,0,0,0,0.009934433,0
